,CL=F,BZ=F,NG=F,GC=F,SI=F,HG=F,ZC=F,ZW=F,ZS=F,XLE,XLB,XLI,GDX,SIL,JETS,IYT,XOM,CVX,FCX,NEM,APA,OXY,TECK,SM,TGB,GORO,SPY,QQQ,IWM,IJH,MGC,^VIX,DX-Y.NYB,^TNX
2015-12-21,0.38810853026325437,0.3505537193563636,0.4781831220526048,0.15602465679744068,0.2653042758577344,0.2099595648669021,0.18021748239275454,0.25004092599882666,0.15500730641216354,0.2852813287035423,0.20726582440061997,0.16035085171306912,0.520465937671731,0.4732331143149545,0.2387690473247319,0.19169264539903982,0.25301287749711077,0.3170178741757507,0.678617141935098,0.5356616247273372,0.520333097774516,0.3077676891574833,0.8178202250884742,0.7111819328158383,0.7869027742663265,2.12118597241992,0.1556064498658998,0.17916440085856034,0.19119641780730887,0.15614981259402608,0.15563370823003184,1.3456794633630322,0.09388977001006073,0.32595313194600756
2015-12-22,0.3943468634606166,0.3475316993963911,0.47839660399021217,0.1559107857285678,0.2652574699092061,0.2117777500782057,0.18208237558937665,0.2467148910994612,0.15564374439040993,0.28529047520371714,0.20360572561783094,0.16168905413852586,0.5203701622898308,0.47114570636856845,0.2390433941530907,0.1942007411625572,0.2527096892571645,0.31556245471111793,0.675120445799386,0.5357343643122404,0.5147869313116578,0.30727946766555275,0.8261192069020745,0.7035449285058761,0.7883739859958306,2.12118597241992,0.15641397537981563,0.17949734148869737,0.1920007701350263,0.15731568842019492,0.15624482657136826,1.365485997073144,0.09389570103229485,0.3276144909865428
2015-12-23,0.401700795702313,0.3550262420796445,0.4897648917905322,0.15058522798991722,0.2608925098033482,0.21227194047960898,0.18193492408180306,0.2437222357522447,0.15560817609562003,0.29789700041298917,0.20818898856943843,0.16240979634492028,0.5028042930684504,0.453000208543223,0.2376916034204044,0.19479208693837058,0.2600279504618307,0.3232037253073442,0.743515871152778,0.5154680316754063,0.52979719015915,0.31384725056417606,0.8512957851461698,0.7479533746997942,0.8201509473140798,2.072156574709206,0.15778652936459323,0.17965195247232044,0.193583466385087,0.15899955729047088,0.15779961835144185,1.3644233276227087,0.09387350307240284,0.3273529472416393
2015-12-24,0.4013915086558458,0.3559464814410402,0.49258696065348284,0.15109114497869006,0.2613035565582423,0.21174537001141308,0.1773011260413397,0.23973420178997998,0.14852064254100608,0.29843430604541726,0.2082558989807169,0.16243484191538574,0.5034087248795129,0.45353324905987213,0.23757380725299784,0.1940538308026558,0.2609946121817047,0.3259103338189928,0.7440358233834957,0.5164332934829214,0.529689840443751,0.3124284603950127,0.8473603595819573,0.7490871704685641,0.8215584949185045,2.072156574709206,0.15786119602428056,0.1785634788401039,0.19164729356477145,0.15894723695653762,0.1578453874019503,1.3646251200309323,0.09407529689267265,0.32508385118184824
2015-12-28,0.4031866704660582,0.35827687584717327,0.5296115596325418,0.14972861897559797,0.2595089507851856,0.21369753762331944,0.1778877553648207,0.2396562617880881,0.14769006898952125,0.28924922259662394,0.19789024106422684,0.15686330917781896,0.4986048076594852,0.446448110981296,0.2286754757337902,0.1895663361605521,0.26082128085201683,0.323857516149096,0.7464510273466489,0.5163206460926834,0.5190772821468616,0.3045638630452611,0.835876079004774,0.7545451528032766,0.8243126013786208,2.0235268020806902,0.14856359314146317,0.1676429773946667,0.1827680870665419,0.15004038188464272,0.14878986910596334,1.333503104953204,0.09392473299257488,0.31782986033104826
2015-12-29,0.40594305027631217,0.36247314796942753,0.5448772346029616,0.15028465187184392,0.25956386977118356,0.22159251511292832,0.17765776726525795,0.24322432698569277,0.14712985544413867,0.28952733459799923,0.19840174681695893,0.15736511738816095,0.4989339242531078,0.4464125389773277,0.2289279203830108,0.19002304401334202,0.26083520661257387,0.3240780479238864,0.7458210654510784,0.5155800804602901,0.5175041743857585,0.3036525181297124,0.8279384639620277,0.7540266680754621,0.8124572167899387,2.0235268020806902,0.14966722730850088,0.16920426942289415,0.18307736497793958,0.15062201924519367,0.14996091657208038,1.3355379983038722,0.09390380778118441,0.3226686831228915
2015-12-30,0.41073995681024045,0.36776967444238234,0.5596288561508962,0.15228603461805465,0.25983735344010034,0.20588246863903703,0.17844056560540064,0.24135924966213373,0.14660711625966694,0.28706415554209497,0.19599078969244768,0.1562063044795864,0.4984726222395768,0.44500901440606233,0.23143793550494923,0.1897119345115094,0.2600762814778993,0.3194254682588783,0.7352450282938959,0.5158846290486406,0.5084440936378427,0.30163703387214386,0.8277390159623215,0.7415611665576954,0.8142637768091713,2.0235268020806902,0.14668501578184032,0.16545448903752313,0.18211936462715742,0.14975552301217945,0.14728475547440886,1.3343845761957431,0.09351683751640488,0.32273994074049284
2015-12-31,0.4117611330570006,0.37106940533012833,0.5662058587095109,0.1522972116874349,0.2598686279601671,0.20382640094312446,0.17827738218099873,0.2401490269854469,0.14310591641293077,0.28718439682803076,0.19606700419252057,0.15699120736279143,0.496072337594295,0.4443211844353321,0.23236660785515814,0.18929462297718033,0.2599625961021578,0.3189762645603565,0.7343309463461609,0.5152770604447712,0.5082282229158211,0.30203137281400794,0.8245398797428117,0.7596136497474929,0.7923537048198322,2.179969865587652,0.14838001256104164,0.16779078404184392,0.18398954242637194,0.15130874257505084,0.14912128170308134,1.3298259455608417,0.09366511800010784,0.3237784460162677
2016-01-04,0.4096906101439505,0.37014820328790465,0.56597275093799,0.14916077359837987,0.23822689730373642,0.2085955917006293,0.18224981255057335,0.24429922873728818,0.14377899993926568,0.2751092240964471,0.19334076848875678,0.1578933900131337,0.4739399513277991,0.42146477416256495,0.242604989202181,0.19318777483703048,0.2559735593027719,0.31090160961830815,0.7160020875111668,0.495912093002569,0.48888728636912726,0.29019386707678124,0.8041597742539972,0.7368160439722032,0.7933479727115709,2.179969865587652,0.14872140155887761,0.17072070001323975,0.18785673339293932,0.1510198161747993,0.1500554268878344,1.3475301374506887,0.09336797209967228,0.3197691320614226
2016-01-05,0.4094391102172765,0.3676479327799068,0.5660058033551822,0.14933010124648075,0.2312790091472997,0.2075126844068902,0.18088587110512325,0.24455790766322183,0.14208830651213142,0.2682062814835463,0.18647470931668536,0.14791078554954717,0.46593196664511743,0.4131796119132995,0.23637751572017776,0.18723660096793843,0.2553919111509663,0.30585637328140164,0.7089142636240249,0.4858118496525007,0.48660633760716554,0.2870609507942845,0.780976753642016,0.7349427622283796,0.7889496299960896,2.1350283363815135,0.14464949418722228,0.1686156919173601,0.18170274535154732,0.1459054866711233,0.14560379282637173,1.3472744121702196,0.09374959335521255,0.31341624136451085
2016-01-06,0.40925513646218953,0.3662604367877633,0.5677942585569998,0.15074778865006766,0.22797269345724777,0.20752363976647578,0.17880182352218368,0.24052231954082157,0.14307005099119288,0.27461105752122605,0.19219455483824857,0.15125490766112382,0.4610783195767819,0.40552394022136146,0.2265846256603983,0.19012860766398462,0.25447581481796977,0.3092838175808232,0.7125578476703825,0.4840548086933361,0.5349414105139382,0.29994798258060956,0.783515829304364,0.7935935487614139,0.7772053496071856,2.1350283363815135,0.14679713647586526,0.16953166572556638,0.18371394870392516,0.14836741749974766,0.1471611016249502,1.3530186654856369,0.09273925858666761,0.31970041416700873
2016-01-07,0.40996488593037794,0.3664439491476215,0.5768135061752894,0.1536804010838934,0.23453881713879537,0.2153109919338122,0.17859285663307548,0.2399350779964734,0.1429242509020594,0.2766034452671038,0.19767591577396718,0.15864276206659786,0.46958288624552585,0.40637048429116024,0.2358104952471736,0.19659414649686838,0.2542240783706208,0.31642533866824823,0.6996958893121555,0.4809295444831644,0.5442051547496344,0.30163422836407094,0.7454765554659691,0.7928054836527966,0.7768181836848138,2.1350283363815135,0.15380053872919008,0.18105614942999387,0.18754383469916572,0.15466993148402267,0.1545826695813742,1.4021094281268278,0.09501465682020613,0.3196481402305313
2016-01-08,0.4022462402768177,0.35750101052744415,0.5813872375926085,0.15447217021480322,0.23843482448049466,0.2148073892465874,0.17939206881179476,0.2434973799693626,0.1413652083751538,0.2737905434171454,0.1961331702943637,0.15703879211999847,0.47138372180766785,0.40650319724304224,0.23699969821327052,0.1941475170852078,0.2563243799148882,0.31416999120602845,0.6944899005936633,0.4888361703783587,0.5410039288921279,0.2962919553595027,0.7249090087905524,0.7783170188312432,0.7763896722161565,2.0850658032825025,0.15407984852292442,0.1815949795648287,0.18913312128504256,0.15470994026278578,0.1550411066617391,1.4042540956339358,0.09505784431008299,0.3174564584150295
2016-01-11,0.41287285011925207,0.3735706485553413,0.5846796117386714,0.15292200265919645,0.23823621843789416,0.20939395405457437,0.1766180025747707,0.2463657148149327,0.1410279055461962,0.2761860283802224,0.1986122318798785,0.15682391309465749,0.4652960065372435,0.4024231340215059,0.22928020807567423,0.19300745583556972,0.2569632695506716,0.3156522277282695,0.813652988977347,0.5007405060701966,0.5466419689157732,0.3018307893295829,0.7300691884762049,0.7835844331773606,0.7982118196693967,1.9209090316531823,0.1540948535772216,0.181463566615649,0.18906592939945732,0.15458400507227232,0.15513136975072062,1.4213297955108062,0.09433668448925744,0.31836270727674937
2016-01-12,0.40564121246005935,0.3627152039487075,0.5957518510187578,0.15306496758974936,0.2383380860309034,0.20936917874779787,0.17910569178496163,0.2521213791191304,0.14271088981501162,0.27574495961538614,0.19820702600901366,0.15784565327145658,0.4637347797218805,0.410323698260736,0.22345748398530252,0.19428381069644,0.2604611721893363,0.31735672967727846,0.8144314388026352,0.49836481404335714,0.5442184441186163,0.30168070467503877,0.7266955917740445,0.7788316909891809,0.8080379246904168,1.8848442023459562,0.1550428469525439,0.18292319468423343,0.18930060066296955,0.1549500381486844,0.1560849734615899,1.4261647719538666,0.09440146387150658,0.3227026944654157
2016-01-13,0.4059420861724212,0.36318013808324745,0.5953401483744136,0.15312644828330846,0.2462711082446706,0.2087361781778757,0.17799617905294568,0.24732144107205903,0.13105944277687379,0.2785896098683592,0.20290920842029286,0.16358316062637474,0.46348041356420455,0.40997110934557435,0.23305901723709666,0.20270028956057207,0.2607919978128946,0.31781257926363643,0.8284523325628159,0.5015694436973706,0.5444244281096743,0.3019576487904811,0.726858036731285,0.8196125902858682,0.8097920822136877,1.8848442023459562,0.1623660464156248,0.19547908233260658,0.19778146576318223,0.1623109817819978,0.1641928555557199,1.4335127885718861,0.09437677903865518,0.32278632198310414
2016-01-14,0.41021176184497393,0.36833344567029624,0.605970345344122,0.15239886143055476,0.2504309956473287,0.20834569598396802,0.17594970106686147,0.2468886195334726,0.13100839704518147,0.29224220840753395,0.20425948777739586,0.16436906325726056,0.44889064555380315,0.3937963742364769,0.23305984207227412,0.20448065467722212,0.27501395175197874,0.33209388130041656,0.8672505665884404,0.4875064696251729,0.5483605038730059,0.3233526264327519,0.7770973004032073,0.8284318311996002,0.8476671082241987,1.849235790501474,0.16571514457930706,0.2002060535886109,0.19957047005579026,0.1640977882076872,0.16764964703422244,1.4377486997873656,0.09240208584949713,0.31539479508561985
2016-01-15,0.42335893974236255,0.36855588204538686,0.6049425859383434,0.15567498280491793,0.2515711851557065,0.20957932365466697,0.17778795125374525,0.24715123338019723,0.13593914817442743,0.2938655389685878,0.20751635538182522,0.1660945059352623,0.448844572895037,0.396459333634932,0.23502221922004002,0.20339202265184078,0.27570796378415446,0.3338417497811395,0.8733564515672884,0.49015026211932916,0.5526085522502584,0.323986885173299,0.7804902139646487,0.8772326120236185,0.8667904049495888,1.849235790501474,0.16790637241533052,0.2068958129668781,0.19500800394286164,0.16389614112566162,0.16998777315010485,1.4349011872449837,0.09217034792132255,0.31925160604580405
2016-01-19,0.4231352856671678,0.3925694914947664,0.6047899317303422,0.1556061567247536,0.2542843646623788,0.21351248149802024,0.17947993315704264,0.2439354749301894,0.13556801451937908,0.29589070574538057,0.20844908971593393,0.1659144627604631,0.4546996100294353,0.4076445596803177,0.23344969146669747,0.20192930460668954,0.27599398799706326,0.3372176432337701,0.885168516447522,0.51514092299036,0.554053787271298,0.3260801556849838,0.8081087717343942,0.9142945843372368,0.8728416426621389,1.849235790501474,0.16759190911463387,0.20673211755962176,0.1963164374245664,0.16400496452287272,0.16958869201617913,1.4302576831493092,0.0921499206350982,0.3192566836694425
2016-01-20,0.4386538618643096,0.3949833016172078,0.605384560526954,0.158494555380163,0.2526081308690631,0.21251564818261312,0.17850919650179922,0.24285729136965573,0.13631044901966105,0.2977130716152574,0.20848575098530278,0.16752839982245749,0.45282056400480364,0.3941726208823794,0.23044354583065502,0.20160365228534013,0.2865326906066561,0.341645247382755,0.8892507714752181,0.5145219717869688,0.5532226614299908,0.3288081295970159,0.8168660886579775,0.9141451362909707,0.871510539242394,1.849235790501474,0.1691938118286938,0.20631413667023218,0.19656695658381476,0.1640083563609296,0.17115142882427714,1.4332871759071137,0.09184469376991142,0.3232484965240275
2016-01-21,0.49536580749942005,0.41049376942453003,0.6049709162608978,0.15867221700168282,0.25231015895064485,0.2169085638495234,0.17752436566772892,0.24222082292808708,0.13623250725541033,0.3054553172514878,0.20952537000984706,0.1671502104155989,0.4448678528346901,0.3876028209579902,0.23333411574717663,0.20219387202917657,0.28788732184618776,0.34612139359632954,0.9006923711825056,0.5137003819403249,0.572796667789648,0.33211832237337735,0.8207265870329898,1.0434590950589784,0.9241548012632907,1.849235790501474,0.16976208833110365,0.20619632591138087,0.19655682198839408,0.1641335234443205,0.17161133655945482,1.4334178350194071,0.09179111629741524,0.3223857674677275
2016-01-22,0.5292126848573161,0.4592219195115933,0.6024623055702258,0.1578923051723383,0.2512731218723007,0.21718654600205028,0.1771197308011849,0.24174771894343053,0.1345717294084436,0.31900269159656747,0.2128478410844959,0.1683338998114668,0.44235858348282425,0.3868958859202909,0.23363333283368964,0.204608409092175,0.2954847053456301,0.35165190486967735,0.9139801529879314,0.5119883134406892,0.5839378305595946,0.3466138455050605,0.8176647045532998,1.0435393764327805,0.9293073548019852,1.849235790501474,0.1748167903836729,0.21423969058442105,0.20177665832199218,0.17146767568829896,0.17666502698667294,1.4771191239022006,0.09218022094752253,0.3212021371211804
2016-01-25,0.5396455131229305,0.4682586758617076,0.6027257969483205,0.15895099843769056,0.2524779372016031,0.21598574482859803,0.1766905741388006,0.2426756094551749,0.13424900528852318,0.3285689516932342,0.21335921550480635,0.15926257375723366,0.4445264067564071,0.3854650162106429,0.23032364120125162,0.20374199732440074,0.2951502047308314,0.3530684000941969,0.9134454852440291,0.5211587431766301,0.5902821920400289,0.3449838097540054,0.8301654411091055,1.0675351102090904,0.9421723514266033,1.849235790501474,0.17344541799711427,0.21196264727742234,0.2047970183296676,0.17460151304461333,0.17527661647145787,1.4525405071237165,0.0886254868999108,0.32220254328602244
2016-01-26,0.5457357216669722,0.47830082199811963,0.5972865773096889,0.16160617904327695,0.25655461684080594,0.219024281633019,0.1764821221223916,0.2430817118462225,0.13435475092885119,0.33864204434668776,0.21590197850334755,0.16419235886217784,0.45070514136542167,0.40143655655698446,0.23020825736465983,0.20967723387448062,0.3046364554869004,0.36238841704955366,0.9264641934358573,0.5266605425321412,0.5908167315510927,0.3485983067071012,0.8504751519976655,1.0993186167016185,0.9816075875117324,1.849235790501474,0.17428371685227967,0.20487479830252128,0.20812861403763097,0.18041420688756268,0.17509869920170013,1.461038793667654,0.0874599979207235,0.31818335065448294
2016-01-27,0.5492249147900004,0.48724301915144674,0.5599180432424499,0.16166207937212232,0.2564708969638932,0.22126722454930464,0.17453636760316257,0.2333308789784886,0.1331803244229617,0.33582406533288073,0.21586996091118066,0.1653199396996728,0.44839102132228087,0.40315255164610636,0.2280326640361538,0.20990506855558405,0.303908197407854,0.3588872109217003,0.9562887661159856,0.5303255614285218,0.5904059305728672,0.34615397462049363,0.8536311500865438,1.0925963159831393,0.9902307664655512,2.01922779918536,0.17533805423838997,0.2103067256525746,0.20924613384336926,0.1811559436911041,0.17619181778442952,1.4582472551192733,0.08789060783322832,0.31744306969566943
2016-01-28,0.5524919197115464,0.49032640445421277,0.5593012796831435,0.16165929384334257,0.2580116958794022,0.22139247423047934,0.17415840960257514,0.23384257639720116,0.13683418454480167,0.34164381831516355,0.21600444046877498,0.1649137352716994,0.4505642400892147,0.40301215247886213,0.23270586585538514,0.20462896054946203,0.3074840720674439,0.36372744983030575,0.9581606687588341,0.530368896272761,0.5972139005058688,0.3483870384722746,0.8430692381022951,1.0946981268661353,0.9898875953469747,2.01922779918536,0.1758327154417968,0.21254390991111463,0.20851238827427643,0.18077114452242427,0.1767544276889043,1.460096933469775,0.08830547546913328,0.3165073037221054
2016-01-29,0.5372353034366143,0.4827904869794319,0.5652807336604317,0.16053324692449045,0.25150843313646676,0.22220720370393204,0.17671798767922503,0.2357381184099267,0.13926243929042323,0.3438675748244192,0.22207769874782374,0.17325139348719273,0.4535532395172475,0.41396124367801496,0.2400408633376938,0.21473352678980395,0.3068636323022792,0.3607922804787118,0.962709885129514,0.5306381062977745,0.5985543825409513,0.3449083697091711,0.8501121454998669,1.1023336062888265,0.992706486657275,2.054211352180201,0.18132971280285817,0.2162928464126797,0.21073129387545844,0.18750806143113766,0.18156771969815366,1.4680748972470652,0.08927213463236491,0.314580504195814
2016-02-01,0.5486740688697586,0.4828575539165576,0.5417304161121129,0.15384836353769643,0.235206458669597,0.220375574458967,0.17539390320529383,0.23317092765089123,0.13916115871699022,0.34478543809242757,0.22228507290086794,0.17326122371314742,0.4473419337422865,0.40810202677260293,0.24354095454880542,0.2148837519526498,0.30933163248160933,0.36175984209215445,0.966887121947845,0.5284189990225164,0.6033154271621162,0.3508224443353564,0.8414949987371227,1.101303926815483,0.9932100746734653,2.005146410627993,0.181332756016545,0.2164459396443633,0.21005060832734654,0.18736680534008918,0.18155268664338264,1.468159553176168,0.08954562746198735,0.3068779505791177
2016-02-02,0.5567146537562275,0.49240859756227257,0.5516143634855845,0.1535515934990533,0.2351899247545788,0.22040831431042723,0.1750977671856641,0.2312491277062546,0.13925630576848078,0.349945409950967,0.22233863260389874,0.17737497169944666,0.4494210564811731,0.4091198206625384,0.25443655424153255,0.2214323185163605,0.31192292095862467,0.37344686158512425,0.9758617262165618,0.5287372052068205,0.6126328865980468,0.3517616066749794,0.8395826471698397,1.091249925663556,1.0059827230941976,2.005146410627993,0.18442690739007464,0.2202420813321413,0.21374091937352302,0.19160442563439345,0.18429062578638114,1.4784148507751371,0.08929452054516876,0.32343963712938806
2016-02-03,0.5816402604765284,0.5143883351521252,0.5492722364739338,0.15525471785275183,0.24305691878109156,0.2243995025935153,0.17268690211008078,0.22635087629152334,0.14027189626609213,0.3543459434566015,0.232806495923436,0.17894585380020941,0.47153736144143965,0.4242871523901988,0.25471263852970255,0.22030209567746145,0.32296984625214437,0.3719353951839022,1.0065155457342334,0.569990491047421,0.6274773242175888,0.36014663863896706,0.863813575838158,1.1092478902846383,1.0125591443254858,1.9532063558605048,0.1831171205702714,0.21877519714527963,0.20882153476483437,0.18942758516277977,0.1827649557630606,1.4724245832326286,0.09514248024076982,0.32200294846331934
2016-02-04,0.5754365754949016,0.5082204828812619,0.552828358565873,0.15274240185622734,0.2427387248199048,0.22712933366131813,0.17175666300532622,0.22529751399328737,0.14035247543456436,0.3497302078250165,0.23984053781867473,0.1827571605861901,0.481974954957744,0.42984165237615235,0.2555200191070923,0.23028729522280705,0.32268831333272124,0.3653339404217092,1.0613984986992746,0.5745300665561448,0.6219914913611626,0.3601786699430413,0.8921232454013651,1.1208386108795738,1.0131637819531212,1.9532063558605048,0.18300920939223148,0.2185370721997566,0.20864580855462175,0.19019614509255486,0.1825814900799742,1.4718459171827096,0.0965300862446199,0.3203187425477348
2016-02-05,0.5742669413893935,0.5037964016835174,0.5607355941718596,0.1519756367203011,0.24178489011338164,0.22828504496978078,0.17231894489296246,0.2226594712868396,0.1409989387626078,0.35187593052236676,0.24045898583093947,0.18349067183026352,0.49105004037149447,0.43146031270844,0.26563887895790117,0.2315425098383999,0.32229335156714417,0.36690548351575436,1.060694406064928,0.5792954731867838,0.6268155810988127,0.36214834006293944,0.88343479774783,1.124013385724684,1.0153316296033064,1.9532063558605048,0.1864199318773024,0.22848257072396452,0.21463372092283636,0.19429326117438087,0.18607165438152284,1.4724337942546482,0.09583955253490495,0.32018304106620554
2016-02-08,0.5769937902784826,0.507105875324814,0.5584651800032119,0.16583212731558902,0.2567562935405196,0.22163492485892333,0.1705059428770465,0.22488504237360316,0.1376716882183949,0.35174958403506174,0.24554183907191154,0.18395349727390775,0.4860396772276522,0.43036356264748904,0.26872649594615006,0.23120689137632322,0.322506306577262,0.37258512114300435,1.0660416366240066,0.554271967912454,0.6306497943934868,0.36308312650036173,0.8798067706394626,1.1602560094099006,1.0137015209233036,1.9532063558605048,0.1879145945404093,0.22994197888722925,0.21621840383728355,0.19667995674049446,0.18728077301693094,1.483851115557029,0.09628034969718062,0.3413347984765101
2016-02-09,0.5864677498047856,0.5287824437936998,0.5595700639437158,0.162366274456713,0.25348766131816197,0.22623966983914356,0.17046331399907277,0.22477064877596467,0.13743213841619728,0.3542012345718216,0.24704369581001476,0.18454695678154914,0.48487681936495886,0.42483451469351746,0.2703625626940826,0.23170729247663607,0.3225220257422041,0.3790479976828218,1.0636954778503913,0.5605044200037083,0.6361431460362227,0.3637856785994852,0.8876529719165719,1.1597647272801441,1.006049979552916,2.005146410627993,0.18793527944420507,0.2298410327112097,0.21531938835759262,0.19666628799321617,0.1873027955597351,1.479372481741747,0.09329878547250695,0.3302156269160209
2016-02-10,0.5868203634077085,0.5309625028116451,0.5585730808888861,0.16264216943447182,0.2513899826465793,0.22635761643073574,0.167221671197486,0.21057968046949707,0.13733413463876495,0.3539851646782148,0.2473219631208247,0.18427158583997139,0.4841373892584052,0.42484671859380757,0.2717546259516818,0.23172070595459038,0.3201733512048467,0.3775999455305521,1.0635187953283527,0.5599672469184305,0.5804383236836244,0.3641450634998802,0.8871330664467881,1.1636639867698844,1.005887077178272,2.005146410627993,0.18732629572015339,0.22963435971283322,0.21477460214768557,0.19647035302742444,0.186967119646972,1.4550868127389576,0.09330220817471736,0.330252193036219
2016-02-11,0.5910578985536752,0.5317117269484655,0.560176011858467,0.1830927964968567,0.2591724150225645,0.22687932156810017,0.16164419813141667,0.20657616857776132,0.13824469495600547,0.35378200661008474,0.25032813047487884,0.18787338255851185,0.497733346654002,0.44282046917251494,0.27222494862621543,0.23289321339388533,0.3200772811205547,0.3769073523687504,1.058117701354354,0.5592610402141431,0.5818245185357357,0.3633173504118037,0.8922470279174537,1.171084533542657,1.0037824976952845,2.054211352180201,0.18849989052209187,0.22964404083759982,0.21494584585626647,0.19725631729765825,0.1881273651392856,1.4497111832812626,0.09318888967026563,0.33611236017386853
2016-02-12,0.639678456498168,0.573402026627244,0.5588355453110786,0.18371584657811246,0.2586794941386203,0.22834958975710104,0.16082346713106435,0.20572890418909975,0.13796145302982035,0.3569082391993729,0.25799971118666315,0.19270409345265585,0.4991131427505018,0.44651780226222487,0.27573566076450773,0.2387827140113929,0.32164534018663815,0.3813094398385784,1.087678029197006,0.5606273393608121,0.5799133805144644,0.3643049040413317,1.0051169957192039,1.1662477058456,1.0060634605779666,2.0850658032825025,0.19369589397515716,0.23231789405440897,0.2191989735947732,0.20157994722962372,0.19257658421240162,1.4645661443623204,0.09360660146335965,0.36098273804636893
2016-02-16,0.6383334077125299,0.5727254906233709,0.5621133093120927,0.1915391900781956,0.2658604411236814,0.22652371327451287,0.16257793937856194,0.20760443793930033,0.13885949904458986,0.35551807602152713,0.25733905258135253,0.19568696409493166,0.5334717055452756,0.45585267733093815,0.28081358949237206,0.24281914833549476,0.3167827620280281,0.37820913358823893,1.1228181579807093,0.5675425796963217,0.5829005972330915,0.35989776448161653,1.0177419779447079,1.1698738058898792,1.0041423238832916,2.164393167238859,0.19543403781381805,0.23689401835837795,0.22290493053427649,0.20284367717927257,0.19460374876718156,1.4461601813802294,0.09537017104680662,0.3634814440442337
2016-02-17,0.6483047003454907,0.5917011254340093,0.5561650812513169,0.1915131975146075,0.2658238300459551,0.22802113893527295,0.1627953546720514,0.2084833612733266,0.13679168292574673,0.3622542782518209,0.259189468793789,0.19816873872182558,0.5368527794484201,0.4581222365329313,0.2873310643845422,0.24506051701363193,0.3153521289412858,0.38603421767733503,1.1489329121481855,0.5675987343492456,0.5998596833827309,0.36799813383288954,1.083907164353202,1.1863302433005463,1.004961764448882,2.164393167238859,0.1973432788547686,0.23881812932359803,0.22550357379557637,0.20493827069659099,0.1963874925015789,1.4448893089134487,0.09507329387556675,0.3665008192227497
2016-02-18,0.6458911739441101,0.5916924154337442,0.5624864590527651,0.19265658353843843,0.26586419222921104,0.22295444410096238,0.16286015859457034,0.20992645095324594,0.1369751457753889,0.35584863999128385,0.2576967399356116,0.19630588910006658,0.5477380770583549,0.46908854782106524,0.28702724390954343,0.24480906162555116,0.30771794185673784,0.37787535879088807,1.147940281782891,0.5676340276177688,0.5986413386991146,0.36580678784893217,1.0846522104536251,1.1951722906007887,1.0054508663724737,2.2385624486349007,0.1948252451573272,0.23765118392581427,0.22455377222586706,0.20310639305381936,0.19400990689130876,1.4314892382679782,0.09464408493422334,0.37136132349156026
2016-02-19,0.647815918823482,0.5955160694120597,0.5642351062605215,0.1899455943860849,0.26588247936847115,0.22271035824581942,0.16250395476183577,0.20845988641561033,0.13667814046365553,0.35544481641448855,0.25854234696874784,0.19630369238711898,0.540740930014616,0.45882104547146585,0.2881256790583685,0.2448281987870781,0.3067285206544666,0.37781241754588213,1.1448185081523539,0.5596737674787512,0.6022070678721868,0.36536982222879616,1.0852236721704538,1.1978218628513384,1.006080544286975,2.2385624486349007,0.19482734307663396,0.23777982508256607,0.22498025273866973,0.20307827120492122,0.19401393515212262,1.4340311506296246,0.09474073715417262,0.37137962087402765
2016-02-22,0.6607212844674061,0.6043131053524813,0.564768084661935,0.19382032324253964,0.26685466752868364,0.22404449386953149,0.16283906894508,0.20822666816219776,0.13593204637204212,0.35779906574559844,0.2589473373195381,0.1973092417506608,0.538318768076595,0.4531142509698146,0.2917804542273204,0.24584774131606035,0.30619624668125667,0.38075026536382656,1.1746548864720072,0.5546264964100224,0.6151207195652449,0.3653105483034026,1.1184826895483293,1.2004095199077933,0.9950892288013113,2.2385624486349007,0.1943693429990605,0.2368334655484469,0.2233268487066527,0.20176695724213942,0.19318126877471045,1.4207445123986635,0.09625902047603903,0.3721810040364792
2016-02-23,0.6615305951460158,0.6089713060810434,0.5633154655762466,0.19413067279867155,0.2660938628790617,0.2242014190329556,0.16511065958576426,0.21028122444889502,0.13864033826242514,0.3629566192640625,0.26316117081336166,0.19790568006497544,0.5358762756801138,0.451737234000814,0.29043742169176595,0.24556396057020324,0.30737601107637946,0.3900392475664982,1.185563795054211,0.5535348275746005,0.620413121808461,0.3727559091925302,1.1470652121170646,1.209763032705856,0.9889642899144122,2.2385624486349007,0.19577363814617232,0.23870903781619504,0.22373941114667542,0.20233609018448231,0.19437735668294026,1.4290577886768157,0.09544426815268714,0.37237389122096226
2016-02-24,0.6620079708783009,0.6130160982133321,0.5519532981841638,0.1953086717826771,0.26525655128347253,0.22327878051723968,0.1654848711714386,0.21120896292355923,0.13857097290498896,0.36349044100184563,0.26425459372395715,0.1975566728521384,0.5275086887904297,0.44644929430298036,0.2917072715456398,0.24538659627692583,0.30713821819915843,0.3881655959763613,1.1850902051048013,0.5509875012839062,0.6220249952630019,0.37183389346993606,1.152769178580765,1.205489806575109,1.0011283697397542,2.2385624486349007,0.19587544649623015,0.23917050132289103,0.22432162153678173,0.20257670023721022,0.1944159794652882,1.4158031588008315,0.0946398612728072,0.37182587234989106
